p1_mean,p1_std,p1_5_freq,p1_4_freq,p1_6_freq,p1_high_freq,p1_low_freq,p1_entropy,p2_mean,p2_std,p2_high_freq,p1_win_rate,mean_diff,diff_std,label,mode
4.0,1.2565617248750864,0.4,0.25,0.05,0.7,0.3,2.0414460639520464,3.9,1.5183093090324964,0.6,0.5,0.1,2.221900561515559,1,2
4.05,1.2763022245616642,0.45,0.2,0.05,0.7,0.3,1.9954618370248465,4.0,1.4509525002200232,0.65,0.5,0.05,2.1878853044122666,1,2
4.05,1.2763022245616642,0.45,0.2,0.05,0.7,0.3,1.9954618370248465,3.95,1.4680814547887788,0.6,0.5,0.1,2.221900561515559,1,2
4.05,1.2763022245616642,0.45,0.2,0.05,0.7,0.3,1.9954618370248465,3.9,1.5183093090324964,0.6,0.5,0.15,2.277463963548745,1,2
4.2,1.1964860832322377,0.5,0.2,0.05,0.75,0.25,1.9232196651220326,4.0,1.5894388284780525,0.6,0.5,0.2,2.2384204957490614,1,2
4.25,1.2085223687584246,0.55,0.15,0.05,0.75,0.25,1.8437519472070267,3.95,1.6050905860647506,0.55,0.55,0.3,2.2734161635370636,1,2
4.35,1.1821033884786183,0.6,0.15,0.05,0.8,0.2,1.6954618370248467,4.05,1.4680814547887788,0.55,0.55,0.3,2.2734161635370636,1,2
4.4,1.187655806953123,0.65,0.1,0.05,0.8,0.2,1.5788978957740039,4.1,1.4473205733717955,0.6,0.55,0.3,2.273416163537063,1,2
4.35,1.2680278927697548,0.65,0.1,0.05,0.8,0.2,1.4166422723248724,3.95,1.3945382182304162,0.55,0.55,0.4,2.1618705350983247,1,2
4.3,1.2182817926554552,0.7,0.1,0.0,0.8,0.2,1.1567796451189545,3.9,1.4832396974191324,0.55,0.55,0.4,2.1618705350983247,1,2
4.35,1.2258187382102494,0.75,0.05,0.0,0.8,0.2,0.9917601438528884,3.8,1.472555959083246,0.5,0.6,0.55,2.1636956688426454,1,2
4.35,1.2258187382102494,0.75,0.05,0.0,0.8,0.2,0.9917601438528884,3.8,1.472555959083246,0.5,0.6,0.55,2.1636956688426454,1,2
4.4,1.2311740225021848,0.8,0.0,0.0,0.8,0.2,0.7219280920019722,3.8,1.472555959083246,0.5,0.6,0.6,2.1373865005261865,1,2
4.55,1.0990426455975697,0.85,0.0,0.0,0.85,0.15,0.6098403018310103,3.8,1.472555959083246,0.5,0.6,0.75,1.9701723141310308,1,2
4.7,0.9233805168766387,0.9,0.0,0.0,0.9,0.1,0.4689955907038912,3.75,1.4095538674570611,0.5,0.6,0.95,1.637552731171861,1,2
4.6,0.9947229183096801,0.85,0.0,0.0,0.85,0.15,0.7475846754964889,3.6,1.3138933706635727,0.45,0.6,1.0,1.5894388284780525,1,2
4.45,1.145931016569864,0.8,0.0,0.0,0.8,0.2,0.8841837154511037,3.55,1.2343760409722457,0.45,0.6,0.9,1.774082416646034,1,2
4.45,1.145931016569864,0.8,0.0,0.0,0.8,0.2,0.8841837154511037,3.55,1.2343760409722457,0.45,0.6,0.9,1.774082416646034,1,2
4.4,1.2732056517228265,0.8,0.0,0.0,0.8,0.2,1.0219280891165823,3.4,1.353358395757909,0.4,0.6,1.0,1.6543403837370223,1,2
4.25,1.3717065820970682,0.75,0.0,0.0,0.75,0.25,1.15401576730202,3.3,1.4545753585442764,0.4,0.6,0.95,1.6375527311718607,1,2
4.25,1.3717065820970682,0.75,0.0,0.0,0.75,0.25,1.15401576730202,3.4,1.429022485182754,0.45,0.6,0.85,1.5652475842498528,1,2
4.25,1.3717065820970682,0.75,0.0,0.0,0.75,0.25,1.15401576730202,3.25,1.51744244666721,0.4,0.6,1.0,1.7167901505579042,1,2
4.25,1.3717065820970682,0.75,0.0,0.0,0.75,0.25,1.15401576730202,3.3,1.5252264715358452,0.45,0.6,0.95,1.7006190823220508,1,2
4.25,1.3717065820970682,0.75,0.0,0.0,0.75,0.25,1.15401576730202,3.25,1.5852942612451615,0.45,0.6,1.0,1.7770466332772772,1,2
4.25,1.3717065820970682,0.75,0.0,0.0,0.75,0.25,1.15401576730202,3.2,1.5078740698501039,0.45,0.6,1.05,1.7312909694943341,1,2
4.25,1.3717065820970682,0.75,0.0,0.0,0.75,0.25,1.15401576730202,3.15,1.5312533566021214,0.45,0.6,1.1,1.7740824166460338,1,2
4.25,1.3717065820970682,0.75,0.0,0.0,0.75,0.25,1.15401576730202,3.2,1.5423836644690752,0.5,0.6,1.05,1.7614288458371994,1,2
4.25,1.3717065820970682,0.75,0.0,0.0,0.75,0.25,1.15401576730202,3.05,1.6050905860647506,0.45,0.6,1.2,1.880649383926509,1,2
4.4,1.2732056517228265,0.8,0.0,0.0,0.8,0.2,1.0219280891165823,3.1,1.6189665319514632,0.5,0.65,1.3,1.8093325317714033,1,2
4.4,1.2732056517228265,0.8,0.0,0.0,0.8,0.2,1.0219280891165823,3.25,1.5517392618742702,0.55,0.65,1.15,1.6944180805158293,1,2
4.4,1.2732056517228265,0.8,0.0,0.0,0.8,0.2,1.0219280891165823,3.3,1.5593520921743174,0.6,0.65,1.1,1.6827296120792612,1,2
4.35,1.2680278927697548,0.75,0.05,0.0,0.8,0.2,1.2917601409674986,3.4,1.6670175069329813,0.6,0.6,0.95,1.8202082009311027,1,2
4.35,1.2680278927697548,0.75,0.05,0.0,0.8,0.2,1.2917601409674986,3.2,1.7044832524535807,0.55,0.65,1.15,1.9269556026896006,1,2
4.35,1.2680278927697548,0.75,0.05,0.0,0.8,0.2,1.2917601409674986,3.1,1.6511558949637928,0.5,0.7,1.25,1.9159991209755154,1,2
4.35,1.2680278927697548,0.75,0.05,0.0,0.8,0.2,1.2917601409674986,3.0,1.5894388284780525,0.45,0.75,1.35,1.8994459025837256,1,2
4.45,1.234376040972246,0.8,0.05,0.0,0.85,0.15,1.0219280891165823,3.05,1.6050905860647506,0.5,0.8,1.4,1.8750438591361567,1,2
4.6,1.0954451150103321,0.85,0.05,0.0,0.9,0.1,0.8475846740537939,3.0,1.5559732104309982,0.5,0.85,1.6,1.5694450913417908,1,2
4.6,1.0954451150103321,0.85,0.05,0.0,0.9,0.1,0.8475846740537939,3.05,1.5719582155957417,0.55,0.85,1.55,1.5719582155957417,1,2
4.8,0.6958523739384594,0.9,0.05,0.0,0.95,0.05,0.5689955892611962,3.05,1.5719582155957417,0.55,0.9,1.75,1.6181535936466533,1,2
4.95,0.22360679774997894,0.95,0.05,0.0,1.0,0.0,0.2863969542305662,3.05,1.5719582155957417,0.55,0.9,1.9,1.6827296120792612,1,2
4.95,0.22360679774997894,0.95,0.05,0.0,1.0,0.0,0.2863969542305662,3.1,1.6189665319514628,0.55,0.85,1.85,1.7252002172135512,1,2
4.75,0.910465468000326,0.9,0.05,0.0,0.95,0.05,0.5689955892611962,3.2,1.5423836644690752,0.55,0.8,1.55,1.8488972531299785,1,2
4.75,0.910465468000326,0.9,0.05,0.0,0.95,0.05,0.5689955892611962,3.15,1.5312533566021214,0.5,0.8,1.6,1.8467610337532774,1,2
4.8,0.9514531821875089,0.85,0.05,0.05,0.95,0.05,0.8475846740537939,3.2,1.472555959083246,0.5,0.8,1.6,1.8467610337532774,1,2
4.8,0.9514531821875087,0.85,0.05,0.05,0.95,0.05,0.8475846740537939,3.05,1.4317821063276355,0.45,0.85,1.75,1.8317377426626162,1,2
4.65,1.1367080817685318,0.8,0.05,0.05,0.9,0.1,1.1219280876738873,3.25,1.5517392618742702,0.5,0.8,1.4,2.21002500581233,1,2
4.65,1.1367080817685316,0.8,0.05,0.05,0.9,0.1,1.1219280876738873,3.15,1.5652475842498528,0.45,0.8,1.5,2.23606797749979,1,2
4.45,1.394538218230416,0.75,0.05,0.05,0.85,0.15,1.2917601409674986,3.3,1.4903196407411892,0.5,0.75,1.15,2.3680993933621335,1,2
4.45,1.394538218230416,0.75,0.05,0.05,0.85,0.15,1.2917601409674986,3.35,1.5312533566021211,0.5,0.7,1.1,2.381949665825522,1,2
4.5,1.4327007988227578,0.7,0.05,0.1,0.85,0.15,1.4567796422335646,3.45,1.637552731171861,0.5,0.65,1.05,2.394621165511528,1,2
4.5,1.4327007988227578,0.7,0.05,0.1,0.85,0.15,1.4567796422335646,3.45,1.6375527311718612,0.5,0.65,1.05,2.394621165511528,1,2
4.35,1.6311119875071343,0.7,0.0,0.1,0.8,0.2,1.319035268568086,3.35,1.5312533566021214,0.5,0.65,1.0,2.470883072485369,1,2
4.4,1.6670175069329813,0.65,0.0,0.15,0.8,0.2,1.4411535221085252,3.4,1.465390194130093,0.5,0.65,1.0,2.470883072485369,1,2
4.4,1.6670175069329813,0.65,0.0,0.15,0.8,0.2,1.4411535221085252,3.55,1.5719582155957414,0.55,0.6,0.85,2.497893849668261,1,2
4.4,1.6670175069329813,0.65,0.0,0.15,0.8,0.2,1.4411535221085252,3.5,1.6059101370939324,0.55,0.6,0.9,2.5319017192200555,1,2
4.4,1.6670175069329813,0.65,0.0,0.15,0.8,0.2,1.4411535221085252,3.35,1.6944180805158293,0.5,0.6,1.05,2.625281939746262,1,2
4.4,1.6670175069329813,0.65,0.0,0.15,0.8,0.2,1.4411535221085252,3.4,1.729009451741235,0.5,0.55,1.0,2.635786110641877,1,2
4.4,1.6670175069329813,0.65,0.0,0.15,0.8,0.2,1.4411535221085252,3.35,1.7252002172135512,0.45,0.55,1.05,2.6452539426400317,1,2
4.25,1.7434086394791457,0.6,0.0,0.15,0.75,0.25,1.5954618384675416,3.4,1.6670175069329813,0.45,0.5,0.85,2.5603248149199227,1,2
4.25,1.7434086394791457,0.6,0.0,0.15,0.75,0.25,1.5954618384675416,3.45,1.6050905860647504,0.45,0.5,0.8,2.5047323630532494,1,2
4.1,1.8035053587243284,0.55,0.0,0.15,0.7,0.3,1.7060075735415483,3.3,1.5927467172350909,0.4,0.5,0.8,2.50473236305325,1,2
4.3,1.6575187543592476,0.6,0.0,0.15,0.75,0.25,1.5954618384675416,3.25,1.6181535936466533,0.4,0.55,1.05,2.4596747752497685,1,2
4.25,1.6503588126605426,0.55,0.05,0.15,0.75,0.25,1.8437519472070267,3.25,1.6181535936466533,0.4,0.55,1.0,2.449489742783178,1,2
4.05,1.669383750149485,0.55,0.05,0.1,0.7,0.3,1.819240697423374,3.35,1.5985190514644287,0.45,0.5,0.7,2.430074722697789,1,2
4.05,1.669383750149485,0.55,0.05,0.1,0.7,0.3,1.819240697423374,3.45,1.5719582155957414,0.5,0.5,0.6,2.3708759207472134,1,2
4.2,1.6091841672756189,0.6,0.05,0.1,0.75,0.25,1.73320621213302,3.3,1.4545753585442767,0.45,0.55,0.9,2.125038699338017,1,2
4.2,1.6091841672756189,0.6,0.05,0.1,0.75,0.25,1.73320621213302,3.4,1.429022485182754,0.5,0.55,0.8,2.067289096988207,1,2
4.4,1.429022485182754,0.65,0.05,0.1,0.8,0.2,1.5788978957740039,3.35,1.4244112357114616,0.45,0.6,1.05,1.8771478925557026,1,2
4.4,1.429022485182754,0.65,0.05,0.1,0.8,0.2,1.5788978957740039,3.15,1.460893742308382,0.4,0.65,1.25,1.9701723141310308,1,2
4.4,1.429022485182754,0.65,0.05,0.1,0.8,0.2,1.5788978957740039,3.15,1.460893742308382,0.4,0.65,1.25,1.9701723141310308,1,2
4.4,1.429022485182754,0.65,0.05,0.1,0.8,0.2,1.5788978957740039,3.05,1.4680814547887788,0.35,0.65,1.35,2.007223796297028,1,2
4.45,1.3168942730211068,0.65,0.05,0.1,0.8,0.2,1.4166422723248724,3.1,1.5183093090324964,0.35,0.65,1.35,2.007223796297028,1,2
4.4,1.2732056517228265,0.7,0.05,0.05,0.8,0.2,1.2567796436762597,3.3,1.625455401774498,0.4,0.6,1.1,1.9708400559953587,1,2
4.4,1.2732056517228265,0.7,0.05,0.05,0.8,0.2,1.2567796436762597,3.1,1.5183093090324964,0.35,0.65,1.3,1.949358868961793,1,2
4.4,1.2732056517228265,0.7,0.05,0.05,0.8,0.2,1.2567796436762597,3.2,1.5078740698501039,0.4,0.65,1.2,1.908430051942668,1,2
4.4,1.2732056517228265,0.7,0.05,0.05,0.8,0.2,1.2567796436762597,3.4,1.465390194130093,0.45,0.6,1.0,1.8064212949190015,1,2
4.4,1.2732056517228265,0.7,0.05,0.05,0.8,0.2,1.2567796436762597,3.45,1.5381123085406379,0.45,0.6,0.95,1.8488972531299783,1,2
4.4,1.2732056517228265,0.7,0.05,0.05,0.8,0.2,1.2567796436762597,3.35,1.6311119875071343,0.45,0.6,1.05,1.9594574974238472,1,2
4.6,1.187655806953123,0.7,0.05,0.1,0.85,0.15,1.319035268568086,3.3,1.688973528196155,0.45,0.65,1.3,2.129986409642831,1,2
4.55,1.190974832912761,0.65,0.1,0.1,0.85,0.15,1.4788978972166988,3.3,1.688973528196155,0.45,0.65,1.25,2.0994986870303363,1,2
4.55,1.190974832912761,0.65,0.1,0.1,0.85,0.15,1.4788978972166988,3.45,1.7006190823220508,0.5,0.65,1.1,2.291862033139728,1,2
4.55,1.190974832912761,0.65,0.1,0.1,0.85,0.15,1.4788978972166988,3.5,1.670171752907624,0.5,0.65,1.05,2.2589005243585585,1,2
4.6,1.187655806953123,0.7,0.05,0.1,0.85,0.15,1.319035268568086,3.45,1.7006190823220508,0.5,0.65,1.15,2.3004576203785834,1,2
4.75,1.019545822516343,0.75,0.05,0.1,0.9,0.1,1.1917601424101933,3.45,1.700619082322051,0.5,0.7,1.3,2.1788456625132104,1,2
4.75,1.019545822516343,0.75,0.05,0.1,0.9,0.1,1.1917601424101933,3.35,1.7252002172135512,0.45,0.7,1.4,2.21002500581233,1,2
4.75,1.019545822516343,0.75,0.05,0.1,0.9,0.1,1.1917601424101933,3.4,1.729009451741235,0.5,0.7,1.35,2.207046132634963,1,2
4.75,1.019545822516343,0.75,0.05,0.1,0.9,0.1,1.1917601424101933,3.25,1.8027756377319946,0.45,0.7,1.5,2.2826577307580465,1,2
4.75,1.019545822516343,0.75,0.05,0.1,0.9,0.1,1.1917601424101933,3.2,1.8238190122579827,0.45,0.7,1.55,2.3050288273114594,1,2
4.7,1.0310954828418375,0.7,0.1,0.1,0.9,0.1,1.3567796436762596,3.45,1.8488972531299785,0.5,0.65,1.25,2.3591925469711477,1,2
4.65,0.9880869341680841,0.75,0.1,0.05,0.9,0.1,1.1917601424101933,3.3,1.7501879598308412,0.45,0.7,1.35,2.345768867332706,1,2
4.65,0.9880869341680841,0.75,0.1,0.05,0.9,0.1,1.1917601424101933,3.5,1.820930936000652,0.5,0.65,1.15,2.3680993933621335,1,2
4.8,0.7677718959499146,0.8,0.1,0.05,0.95,0.05,1.0219280891165823,3.3,1.8666040089734592,0.45,0.7,1.5,2.23606797749979,1,2
4.8,0.7677718959499146,0.8,0.1,0.05,0.95,0.05,1.0219280891165823,3.25,1.8027756377319946,0.45,0.7,1.55,2.187885304412267,1,2
4.8,0.7677718959499146,0.8,0.1,0.05,0.95,0.05,1.0219280891165823,3.2,1.8524521444205841,0.45,0.7,1.6,2.2337129816094383,1,2
4.8,0.7677718959499146,0.8,0.1,0.05,0.95,0.05,1.0219280891165823,3.05,1.9049796241485244,0.4,0.7,1.75,2.29128784747792,1,2
4.75,0.7863975156570492,0.75,0.15,0.05,0.95,0.05,1.15401576730202,2.9,1.860956177543373,0.35,0.75,1.85,2.2542357790099112,1,2
4.75,0.7863975156570492,0.75,0.15,0.05,0.95,0.05,1.15401576730202,2.9,1.860956177543373,0.35,0.75,1.85,2.2542357790099112,1,2
4.7,0.8013147091860318,0.7,0.2,0.05,0.95,0.05,1.2567796436762597,3.15,1.9269556026896006,0.4,0.7,1.55,2.350251946180731,1,2
4.65,0.7451598203705947,0.75,0.2,0.0,0.95,0.05,0.9917601438528884,3.35,1.8994459025837258,0.45,0.65,1.3,2.2266330494363245,1,2
4.7,0.7326950970650465,0.8,0.15,0.0,0.95,0.05,0.8841837154511037,3.4,1.8750438591361565,0.45,0.65,1.3,2.226633049436324,1,2
4.7,0.7326950970650465,0.8,0.15,0.0,0.95,0.05,0.8841837154511037,3.25,1.860248992954834,0.4,0.65,1.45,2.012461179749811,1,2
4.7,0.7326950970650465,0.8,0.15,0.0,0.95,0.05,0.8841837154511037,3.4,1.9574419397183715,0.45,0.6,1.3,2.0799797569865155,1,2
4.75,0.7863975156570492,0.75,0.15,0.05,0.95,0.05,1.15401576730202,3.4,1.9574419397183715,0.45,0.6,1.35,2.1343062474478063,1,2
4.75,0.7863975156570492,0.75,0.15,0.05,0.95,0.05,1.15401576730202,3.3,1.9761738683361687,0.4,0.6,1.45,2.163695668842645,1,2
4.75,0.7863975156570492,0.75,0.15,0.05,0.95,0.05,1.15401576730202,3.45,1.986136159004529,0.45,0.55,1.3,2.1545545393788235,1,2
4.75,0.7863975156570492,0.75,0.15,0.05,0.95,0.05,1.15401576730202,3.35,2.0072237962970285,0.4,0.55,1.4,2.186080366414065,1,2
4.7,0.8013147091860318,0.7,0.2,0.05,0.95,0.05,1.2567796436762597,3.35,2.007223796297028,0.4,0.55,1.35,2.1343062474478063,1,2
4.7,0.8013147091860318,0.7,0.2,0.05,0.95,0.05,1.2567796436762597,3.4,1.9841477024816367,0.4,0.55,1.3,2.1051315748352692,1,2
4.75,0.7863975156570492,0.75,0.15,0.05,0.95,0.05,1.15401576730202,3.35,1.9269556026896006,0.4,0.55,1.4,1.9841477024816367,1,2
4.75,0.7863975156570492,0.75,0.15,0.05,0.95,0.05,1.15401576730202,3.4,1.930366749991743,0.45,0.55,1.35,1.9808291724745768,1,2
4.75,0.7863975156570492,0.75,0.15,0.05,0.95,0.05,1.15401576730202,3.25,1.8317377426626162,0.4,0.6,1.5,1.9056702094980709,1,2
4.75,0.7863975156570492,0.75,0.15,0.05,0.95,0.05,1.15401576730202,3.5,1.8496087779795347,0.45,0.55,1.25,1.8883298106221302,1,2
4.75,0.7863975156570492,0.75,0.15,0.05,0.95,0.05,1.15401576730202,3.35,1.8431951662948316,0.4,0.6,1.4,1.9029063643750175,1,2
4.6,0.99472291830968,0.7,0.15,0.05,0.9,0.1,1.319035268568086,3.6,1.8467610337532774,0.45,0.55,1.0,2.1521103473958814,1,2
4.65,1.0399898784932577,0.65,0.15,0.1,0.9,0.1,1.4788978972166988,3.7,1.7501879598308412,0.45,0.55,0.95,2.0894471693929497,1,2
4.7,1.0310954828418375,0.7,0.1,0.1,0.9,0.1,1.3567796436762596,3.85,1.7252002172135512,0.5,0.5,0.85,2.084403234046921,1,2
4.75,1.0699237552766379,0.65,0.1,0.15,0.9,0.1,1.4788978972166988,3.6,1.759186414825121,0.45,0.55,1.15,2.2307657406087458,1,2
4.8,1.0563093645728086,0.7,0.05,0.15,0.9,0.1,1.319035268568086,3.45,1.669383750149485,0.4,0.6,1.35,2.1095023109728985,1,2
4.6,1.353358395757909,0.65,0.05,0.15,0.85,0.15,1.5788978957740039,3.4,1.635140425323255,0.4,0.6,1.2,2.3078812338319503,1,2
4.6,1.353358395757909,0.65,0.05,0.15,0.85,0.15,1.5788978957740039,3.4,1.635140425323255,0.4,0.6,1.2,2.3078812338319503,1,2
4.75,1.2085223687584246,0.7,0.05,0.15,0.9,0.1,1.4190352671253912,3.35,1.6944180805158293,0.4,0.65,1.4,2.3708759207472134,1,2
4.75,1.2085223687584246,0.7,0.05,0.15,0.9,0.1,1.4190352671253912,3.25,1.5852942612451615,0.4,0.7,1.5,2.305599590927317,1,2
4.5,1.4327007988227578,0.7,0.05,0.1,0.85,0.15,1.4567796422335646,3.35,1.5652475842498528,0.45,0.65,1.15,2.433861994963214,1,2
4.55,1.4680814547887788,0.65,0.05,0.15,0.85,0.15,1.5788978957740039,3.3,1.625455401774498,0.45,0.65,1.25,2.5520889276702023,1,2
4.4,1.5694450913417908,0.6,0.05,0.15,0.8,0.2,1.73320621213302,3.25,1.5852942612451615,0.45,0.65,1.15,2.641271623569542,1,2
4.4,1.5694450913417908,0.6,0.05,0.15,0.8,0.2,1.73320621213302,3.35,1.5652475842498528,0.5,0.65,1.05,2.605156829302827,1,2
4.45,1.5719582155957414,0.65,0.0,0.15,0.8,0.2,1.4788978972166988,3.4,1.500876936643164,0.5,0.65,1.05,2.605156829302827,1,2
4.25,1.7434086394791457,0.6,0.0,0.15,0.75,0.25,1.5954618384675416,3.55,1.6050905860647506,0.55,0.6,0.7,2.921787484616764,1,2
4.25,1.7434086394791457,0.6,0.0,0.15,0.75,0.25,1.5954618384675416,3.45,1.5719582155957414,0.5,0.65,0.8,2.930780388260186,1,2
4.25,1.7434086394791457,0.6,0.0,0.15,0.75,0.25,1.5954618384675416,3.55,1.669383750149485,0.5,0.6,0.7,2.9575950400710087,1,2
4.05,1.8771478925557026,0.55,0.0,0.15,0.7,0.3,1.6814963237578953,3.45,1.7614288458371994,0.5,0.55,0.6,2.9451119181664924,1,2
4.05,1.8771478925557026,0.55,0.0,0.15,0.7,0.3,1.6814963237578953,3.45,1.7614288458371994,0.5,0.55,0.6,2.945111918166493,1,2
4.0,1.8637822325921867,0.5,0.05,0.15,0.7,0.3,1.9232196651220326,3.4,1.8180382718454353,0.5,0.55,0.6,2.9451119181664924,1,2
4.15,1.8144159564878983,0.55,0.05,0.15,0.75,0.25,1.7814963223152005,3.3,1.7198531149031608,0.5,0.6,0.85,2.739093203771527,1,2
4.1,1.7740824166460338,0.6,0.05,0.1,0.75,0.25,1.6709505872411938,3.35,1.7252002172135512,0.55,0.6,0.75,2.692582403567252,1,2
4.1,1.7740824166460338,0.6,0.05,0.1,0.75,0.25,1.6709505872411938,3.4,1.7888543819998317,0.55,0.6,0.7,2.71642179501289,1,2
4.05,1.7312909694943341,0.65,0.05,0.05,0.75,0.25,1.5166422708821776,3.6,1.729009451741235,0.6,0.55,0.45,2.523051619306313,1,2
4.1,1.7740824166460338,0.6,0.05,0.1,0.75,0.25,1.6709505872411938,3.55,1.7614288458371994,0.6,0.55,0.55,2.625281939746262,1,2
4.3,1.625455401774498,0.65,0.05,0.1,0.8,0.2,1.5788978957740039,3.6,1.7888543819998317,0.6,0.55,0.7,2.494203807145468,1,2
4.3,1.625455401774498,0.65,0.05,0.1,0.8,0.2,1.5788978957740039,3.6,1.788854381999832,0.6,0.55,0.7,2.494203807145468,1,2
4.15,1.6944180805158293,0.6,0.05,0.1,0.75,0.25,1.73320621213302,3.75,1.6819474927657678,0.65,0.5,0.4,2.436563585310911,1,2
4.15,1.6944180805158293,0.6,0.05,0.1,0.75,0.25,1.73320621213302,3.6,1.7888543819998317,0.6,0.5,0.55,2.5644328397276626,1,2
4.35,1.5312533566021214,0.65,0.05,0.1,0.8,0.2,1.6166422708821773,3.6,1.7888543819998315,0.6,0.55,0.75,2.4251966822029964,1,2
4.3,1.4903196407411894,0.7,0.05,0.05,0.8,0.2,1.4567796422335646,3.85,1.755442664221313,0.65,0.5,0.45,2.2354794611117836,1,2
4.5,1.4327007988227578,0.7,0.05,0.1,0.85,0.15,1.4567796422335646,3.9,1.7740824166460338,0.65,0.55,0.6,2.1618705350983243,1,2
4.5,1.4327007988227578,0.7,0.05,0.1,0.85,0.15,1.4567796422335646,3.85,1.7851728502481652,0.6,0.55,0.65,2.1830688201896455,1,2
4.5,1.4327007988227578,0.7,0.05,0.1,0.85,0.15,1.4567796422335646,4.05,1.79105966869954,0.65,0.5,0.45,2.139232523470435,1,2
4.7,1.1742858972247996,0.75,0.05,0.1,0.9,0.1,1.2917601409674986,4.05,1.79105966869954,0.65,0.5,0.65,1.7554426642213128,1,2
4.7,1.1742858972247996,0.75,0.05,0.1,0.9,0.1,1.2917601409674986,4.1,1.7740824166460338,0.7,0.5,0.6,1.729009451741235,1,2
4.7,1.1742858972247996,0.75,0.05,0.1,0.9,0.1,1.2917601409674986,4.05,1.7312909694943341,0.7,0.5,0.65,1.6944180805158293,1,2
4.9,0.7880689256524123,0.8,0.05,0.1,0.95,0.05,1.0219280891165823,4.3,1.6254554017744982,0.75,0.5,0.6,1.729009451741235,1,2
4.9,0.7880689256524123,0.8,0.05,0.1,0.95,0.05,1.0219280891165823,4.3,1.625455401774498,0.75,0.5,0.6,1.729009451741235,1,2
4.95,0.7591546545162482,0.85,0.0,0.1,0.95,0.05,0.7475846754964889,4.5,1.4327007988227578,0.8,0.45,0.45,1.637552731171861,1,2
4.95,0.7591546545162482,0.85,0.0,0.1,0.95,0.05,0.7475846754964889,4.45,1.4680814547887786,0.75,0.45,0.5,1.670171752907624,1,2
4.95,0.7591546545162482,0.85,0.0,0.1,0.95,0.05,0.7475846754964889,4.3,1.6575187543592473,0.7,0.45,0.65,1.8431951662948316,1,2
4.95,0.7591546545162482,0.85,0.0,0.1,0.95,0.05,0.7475846754964889,4.2,1.6091841672756186,0.7,0.5,0.75,1.8027756377319946,1,2
4.95,0.7591546545162482,0.85,0.0,0.1,0.95,0.05,0.7475846754964889,4.15,1.5985190514644287,0.7,0.55,0.8,1.7947291248483566,1,2
4.9,0.7181848464596078,0.9,0.0,0.05,0.95,0.05,0.5689955892611962,4.2,1.5423836644690752,0.7,0.55,0.7,1.6575187543592476,1,2
4.9,0.7181848464596078,0.9,0.0,0.05,0.95,0.05,0.5689955892611962,4.05,1.6050905860647504,0.65,0.6,0.85,1.7252002172135512,1,2
4.9,0.7181848464596078,0.9,0.0,0.05,0.95,0.05,0.5689955892611962,4.05,1.6050905860647506,0.65,0.6,0.85,1.7252002172135512,1,2
5.05,0.22360679774997894,0.95,0.0,0.05,1.0,0.0,0.2863969542305662,3.95,1.669383750149485,0.6,0.65,1.1,1.651155894963793,1,2
4.9,0.7181848464596079,0.9,0.0,0.05,0.95,0.05,0.5689955892611962,4.05,1.538112308540638,0.6,0.6,0.85,1.5652475842498528,1,2
4.9,0.7181848464596079,0.9,0.0,0.05,0.95,0.05,0.5689955892611962,4.05,1.5381123085406379,0.6,0.6,0.85,1.5652475842498528,1,2
4.9,0.7181848464596079,0.9,0.0,0.05,0.95,0.05,0.5689955892611962,3.9,1.4832396974191326,0.55,0.65,1.0,1.5217718205053643,1,2
4.85,0.670820393249937,0.95,0.0,0.0,0.95,0.05,0.2863969542305662,3.7,1.5927467172350909,0.5,0.65,1.15,1.6630662866176475,1,2
4.85,0.670820393249937,0.95,0.0,0.0,0.95,0.05,0.2863969542305662,3.85,1.6630662866176475,0.55,0.6,1.0,1.7167901505579042,1,2
4.85,0.670820393249937,0.95,0.0,0.0,0.95,0.05,0.2863969542305662,3.85,1.6630662866176475,0.55,0.6,1.0,1.7167901505579042,1,2
4.8,0.6958523739384594,0.9,0.05,0.0,0.95,0.05,0.5689955892611962,3.75,1.5852942612451615,0.55,0.6,1.05,1.6693837501494848,1,2
4.8,0.6958523739384594,0.9,0.05,0.0,0.95,0.05,0.5689955892611962,3.8,1.6091841672756186,0.55,0.55,1.0,1.6858544608470492,1,2
4.8,0.6958523739384594,0.9,0.05,0.0,0.95,0.05,0.5689955892611962,3.85,1.6630662866176475,0.55,0.55,0.95,1.7312909694943341,1,2
4.85,0.7451598203705947,0.85,0.05,0.05,0.95,0.05,0.8475846740537939,3.7,1.5927467172350909,0.5,0.6,1.15,1.7252002172135512,1,2
4.85,0.7451598203705947,0.85,0.05,0.05,0.95,0.05,0.8475846740537939,3.6,1.500876936643164,0.5,0.65,1.25,1.6503588126605426,1,2
4.85,0.7451598203705947,0.85,0.05,0.05,0.95,0.05,0.8475846740537939,3.4,1.5694450913417908,0.45,0.7,1.45,1.7312909694943341,1,2
4.75,0.8506963092234007,0.8,0.05,0.05,0.9,0.1,1.1219280876738873,3.45,1.5719582155957417,0.5,0.65,1.3,1.8093325317714033,1,2
4.75,0.8506963092234007,0.8,0.05,0.05,0.9,0.1,1.1219280876738873,3.55,1.4680814547887788,0.5,0.65,1.2,1.7044832524535807,1,2
